(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		SR_Prop_Floodlight (1170 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Env_Dirt_Track_Raised (5) (62 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Prop_Barrel (1) (122 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Tent_Center (2485 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SA_Env_ForestTile_02 (1291 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Env_Dirt_Track_Raised (12) (62 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Env_Dirt_Track_Raised (20) (62 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Env_Dirt_Track_Raised (30) (62 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Prop_TirePile_01 (2) (737 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Prop_SmashedCar_03 (962 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		Character_LightBlue_Pose_04 (532 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_RR (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_FR (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_RL (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_FL (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_White (1039 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Env_Dirt_Track_Blank (5) (4 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Prop_Arch_Red (1) (224 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Prop_Flag_04 (1) (96 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		Character_Pose_03 (632 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_RR (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_RL (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_FR (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_FL (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Green (1041 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Prop_Barrel (122 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Env_Dirt_Track_Blank (14) (4 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SA_Env_ForestTile_01 (4) (1056 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Env_Dirt_Track_Blank (25) (4 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Prop_TirePile_01 (1) (737 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		Character_LightBlue_Pose_05 (532 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Env_Dirt_Track_Raised (33) (62 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_RL (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_FL (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_RR (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_FR (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Orange (1041 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		Character_LightGreen_Pose_03 (632 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		Character_Red_Pose_05 (532 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Prop_StreetLamp (6) (156 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Prop_StreetLamp (156 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Prop_Flag_02 (1) (96 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Prop_Arch_Red (224 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_RR (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_FR (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_RL (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Wheel_FL (84 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Veh_RalleyCar_Red (1) (1041 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (1) (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (4) (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (7) (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (3) (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SA_Env_GrassSection_01 (4 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (10) (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (6) (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (11) (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (8) (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (9) (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (13) (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (12) (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (5) (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Red (2) (666 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_03 (752 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_01 (1176 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
		SR_Bld_Stands_Attach_Crowd_02 (1112 verts)	-1	False	False	False	1	[SimpleTown (UnityEngine.Material)] 	
